0,5,4,5,16,2,[80, 84],0.001,0.9,0.017815,0.280240,0.433147,0.424800,
1,5,4,5,16,2,[80, 84],0.001,0.9,0.012703,0.490080,0.326681,0.527200,
0,5,4,5,32,2,[120, 84],0.001,0.9,0.017636,0.307360,0.441510,0.415100,
1,5,4,5,32,2,[120, 84],0.001,0.9,0.014403,0.468680,0.359617,0.508800,
0,5,4,5,32,2,[80, 84],0.001,0.9,0.016012,0.299240,0.396351,0.454500,
1,5,4,5,32,2,[80, 84],0.001,0.9,0.011409,0.540820,0.296750,0.579100,
0,5,4,6,12,2,[120, 84],0.001,0.9,0.014799,0.319760,0.367959,0.461300,
1,5,4,6,12,2,[120, 84],0.001,0.9,0.012753,0.509700,0.307432,0.564100,
0,5,4,6,12,2,[80, 84],0.001,0.9,0.016190,0.314120,0.400732,0.434900,
1,5,4,6,12,2,[80, 84],0.001,0.9,0.012749,0.497440,0.308847,0.564800,
0,5,4,6,16,2,[120, 84],0.001,0.9,0.013672,0.392100,0.334306,0.523100,
1,5,4,6,16,2,[120, 84],0.001,0.9,0.011499,0.556580,0.292268,0.585900,
0,5,4,6,16,2,[80, 84],0.001,0.9,0.016378,0.302780,0.408584,0.424500,
1,5,4,6,16,2,[80, 84],0.001,0.9,0.013904,0.488080,0.357422,0.499400,
0,5,4,6,32,2,[120, 84],0.001,0.9,0.013953,0.373560,0.325307,0.530100,
1,5,4,6,32,2,[120, 84],0.001,0.9,0.011511,0.566700,0.277094,0.609900,
0,5,4,6,32,2,[80, 84],0.001,0.9,0.015237,0.365000,0.369994,0.476600,
1,5,4,6,32,2,[80, 84],0.001,0.9,0.011527,0.559820,0.290055,0.591000,
0,5,4,7,12,2,[120, 84],0.001,0.9,0.016545,0.285620,0.394936,0.442200,
1,5,4,7,12,2,[120, 84],0.001,0.9,0.012275,0.502860,0.305823,0.567500,
0,5,4,7,12,2,[80, 84],0.001,0.9,0.013850,0.365500,0.344324,0.506300,
1,5,4,7,12,2,[80, 84],0.001,0.9,0.012005,0.544360,0.287371,0.596500,
0,5,4,7,16,2,[120, 84],0.001,0.9,0.013621,0.388000,0.345255,0.509100,
1,5,4,7,16,2,[120, 84],0.001,0.9,0.011902,0.558980,0.293968,0.578500,
0,5,4,7,16,2,[80, 84],0.001,0.9,0.013687,0.353520,0.340845,0.512500,
1,5,4,7,16,2,[80, 84],0.001,0.9,0.011595,0.550740,0.277112,0.609700,
0,5,4,7,32,2,[120, 84],0.001,0.9,0.013510,0.391300,0.334423,0.523000,
1,5,4,7,32,2,[120, 84],0.001,0.9,0.011365,0.578020,0.289844,0.588700,
0,5,4,7,32,2,[80, 84],0.001,0.9,0.013257,0.401940,0.331692,0.528400,
1,5,4,7,32,2,[80, 84],0.001,0.9,0.010784,0.586540,0.258197,0.638000,
